,lead_number,activity_score,profile_score,converted
2925,631642,,,1
2926,631641,,,1
2927,631627,,,0
2928,631621,14.0,18.0,0
2929,631618,,,0
2930,631614,15.0,15.0,1
2931,631613,,,0
2932,631597,,,1
2933,631591,,,1
2934,631587,,,0
2935,631565,,,1
2936,631563,15.0,20.0,1
2937,631544,,,0
2938,631540,,,1
2939,631529,13.0,15.0,0
2940,631526,,,1
2941,631513,,,0
2942,631507,,,0
2943,631496,,,1
2944,631489,,,1
2945,631488,,,0
2946,631482,,,1
2947,631479,,,0
2948,631477,,,0
2949,631473,,,0
2950,631467,,,1
2951,631465,16.0,16.0,0
2952,631460,,,1
2953,631453,,,0
2954,631445,14.0,15.0,0
2955,631439,,,1
2956,631431,,,1
2957,631429,,,0
2958,631420,,,0
2959,631411,15.0,15.0,1
2960,631408,,,1
2961,631406,14.0,20.0,1
2962,631405,,,1
2963,631400,,,1
2964,631395,15.0,15.0,0
2965,631393,13.0,17.0,0
2966,631392,,,0
2967,631390,14.0,20.0,1
2968,631375,14.0,15.0,0
2969,631364,,,0
2970,631362,,,0
2971,631360,,,0
2972,631355,,,0
2973,631352,,,0
2974,631346,,,1
2975,631336,,,0
2976,631333,,,1
2977,631324,,,1
2978,631318,16.0,12.0,1
2979,631313,,,1
2980,631307,14.0,15.0,0
2981,631306,,,0
2982,631282,,,1
2983,631277,,,0
2984,631268,16.0,20.0,1
2985,631267,,,1
2986,631255,,,1
2987,631245,,,0
2988,631243,14.0,15.0,1
2989,631226,15.0,18.0,1
2990,631168,,,0
2991,631159,,,0
2992,631155,,,0
2993,631150,15.0,18.0,0
2994,631122,,,1
2995,631121,,,0
2996,631108,,,0
2997,631082,,,0
2998,631079,,,0
2999,631053,12.0,15.0,0
3000,631047,,,0
3001,631027,,,1
3002,631018,,,0
3003,631017,,,0
3004,631014,13.0,18.0,0
3005,631013,,,1
3006,630972,14.0,18.0,1
3007,630962,,,0
3008,630952,,,0
3009,630949,,,0
3010,630946,,,1
3011,630936,14.0,18.0,0
3012,630918,,,1
3013,630903,14.0,18.0,0
3014,630888,15.0,18.0,0
3015,630875,,,1
3016,630863,,,0
3017,630852,,,1
3018,630846,,,0
3019,630841,,,1
3020,630840,13.0,18.0,1
3021,630835,,,1
3022,630828,,,1
3023,630824,,,0
3024,630816,,,1
3025,630808,,,0
3026,630804,,,0
3027,630803,,,0
3028,630801,,,1
3029,630797,,,0
3030,630784,,,0
3031,630783,,,1
3032,630779,,,1
3033,630777,,,1
3034,630775,,,1
3035,630773,,,0
3036,630765,,,0
3037,630760,,,0
3038,630757,15.0,15.0,0
3039,630751,,,0
3040,630746,13.0,18.0,0
3041,630740,14.0,16.0,0
3042,630736,,,1
3043,630730,,,0
3044,630728,,,1
3045,630727,,,0
3046,630722,,,0
3047,630715,,,0
3048,630712,,,0
3049,630706,,,1
3050,630701,13.0,14.0,0
3051,630695,,,1
3052,630689,,,1
3053,630667,,,0
3054,630663,,,0
3055,630661,15.0,16.0,1
3056,630654,,,1
3057,630648,,,0
3058,630630,,,0
3059,630628,,,0
3060,630627,,,1
3061,630623,,,0
3062,630610,,,0
3063,630603,,,1
3064,630597,13.0,19.0,0
3065,630589,,,1
3066,630568,,,0
3067,630564,,,0
3068,630552,,,1
3069,630550,,,1
3070,630529,,,1
3071,630515,,,0
3072,630510,,,1
3073,630485,15.0,20.0,1
3074,630462,,,1
3075,630446,,,0
3076,630437,,,1
3077,630428,15.0,15.0,1
3078,630427,,,1
3079,630423,,,0
3080,630422,17.0,18.0,0
3081,630405,,,0
3082,630403,,,0
3083,630390,,,1
3084,630386,,,0
3085,630385,,,1
3086,630367,,,1
3087,630339,,,0
3088,630335,,,0
3089,630331,16.0,16.0,1
3090,630287,15.0,17.0,1
3091,630262,12.0,16.0,0
3092,630244,,,0
3093,630222,14.0,20.0,0
3094,630219,,,0
3095,630200,,,1
3096,630193,,,0
3097,630170,,,1
3098,630168,,,0
3099,630158,,,0
3100,630139,,,0
3101,630135,,,0
3102,630128,,,0
3103,630127,,,1
3104,630118,,,0
3105,630088,,,0
3106,630083,,,0
3107,630079,,,0
3108,630052,,,0
3109,630042,13.0,20.0,0
3110,630041,,,0
3111,630039,,,0
3112,630013,,,0
3113,630010,,,1
3114,630003,,,0
3115,630001,,,0
3116,629976,,,0
3117,629971,,,0
3118,629969,,,0
3119,629964,,,1
3120,629956,,,1
3121,629955,,,0
3122,629942,,,0
3123,629940,,,1
3124,629932,,,0
3125,629925,,,0
3126,629918,,,0
3127,629916,,,0
3128,629915,,,0
3129,629912,,,0
3130,629911,14.0,16.0,0
3131,629908,,,0
3132,629884,,,1
3133,629882,,,0
3134,629876,,,0
3135,629872,,,0
3136,629871,14.0,20.0,0
3137,629853,,,0
3138,629825,,,0
3139,629824,,,0
3140,629811,,,0
3141,629804,,,0
3142,629803,,,0
3143,629789,,,0
3144,629786,,,0
3145,629776,,,0
3146,629768,,,1
3147,629767,,,1
3148,629765,,,0
3149,629751,,,1
3150,629746,,,1
3151,629735,,,1
3152,629734,,,0
3153,629725,,,0
3154,629721,,,0
3155,629720,,,0
3156,629707,,,0
3157,629691,,,0
3158,629684,,,0
3159,629679,,,0
3160,629671,,,0
3161,629664,,,0
3162,629658,,,1
3163,629657,,,1
3164,629654,,,0
3165,629651,,,1
3166,629645,,,1
3167,629644,,,0
3168,629641,,,1
3169,629616,,,0
3170,629610,,,1
3171,629607,14.0,15.0,0
3172,629602,,,1
3173,629598,,,1
3174,629595,,,0
3175,629593,16.0,18.0,1
3176,629592,15.0,19.0,1
3177,629582,14.0,18.0,1
3178,629561,,,0
3179,629557,,,1
3180,629556,,,1
3181,629531,,,0
3182,629524,,,1
3183,629520,,,1
3184,629519,,,0
3185,629511,,,1
3186,629507,,,1
3187,629491,,,1
3188,629483,,,0
3189,629482,,,0
3190,629468,,,1
3191,629464,,,0
3192,629451,,,1
3193,629449,,,1
3194,629447,,,1
3195,629435,,,0
3196,629432,,,0
3197,629418,,,0
3198,629414,,,1
3199,629410,,,0
3200,629404,14.0,18.0,0
3201,629398,,,0
3202,629390,,,0
3203,629389,,,0
3204,629378,,,1
3205,629377,,,0
3206,629371,,,0
3207,629364,,,1
3208,629363,,,0
3209,629357,,,1
3210,629355,,,1
3211,629353,15.0,18.0,1
3212,629350,,,1
3213,629342,14.0,20.0,0
3214,629334,,,0
3215,629330,,,0
3216,629308,,,0
3217,629297,,,1
3218,629293,,,1
3219,629287,,,0
3220,629280,,,0
3221,629263,,,1
3222,629261,,,0
3223,629260,,,1
3224,629251,,,0
3225,629244,,,1
3226,629243,,,0
3227,629242,,,1
3228,629232,,,0
3229,629227,,,0
3230,629222,15.0,15.0,1
3231,629217,,,0
3232,629118,,,1
3233,629089,,,1
3234,629083,,,1
3235,629073,,,0
3236,629056,,,1
3237,629053,,,1
3238,629031,,,0
3239,629012,,,0
3240,628986,,,0
3241,628982,,,1
3242,628963,,,0
3243,628958,,,0
3244,628949,,,1
3245,628940,14.0,18.0,0
3246,628929,14.0,20.0,1
3247,628918,,,0
3248,628916,,,1
3249,628913,,,1
3250,628908,,,0
3251,628902,,,0
3252,628885,,,0
3253,628877,,,0
3254,628845,14.0,18.0,0
3255,628832,,,0
3256,628791,,,0
3257,628769,,,0
3258,628768,,,0
3259,628756,,,0
3260,628754,,,0
3261,628726,,,1
3262,628707,,,0
3263,628706,,,0
3264,628694,,,0
3265,628689,14.0,17.0,1
3266,628685,,,1
3267,628675,,,1
3268,628666,,,1
3269,628661,,,0
3270,628658,,,1
3271,628652,,,0
3272,628642,,,1
3273,628626,,,0
3274,628615,,,0
3275,628607,,,0
3276,628594,,,0
3277,628580,,,0
3278,628578,,,1
3279,628577,,,0
3280,628570,,,0
3281,628542,11.0,15.0,0
3282,628536,14.0,16.0,1
3283,628534,,,0
3284,628524,,,0
3285,628517,,,1
3286,628512,,,1
3287,628508,15.0,19.0,1
3288,628500,,,1
3289,628499,15.0,17.0,1
3290,628482,14.0,19.0,1
3291,628478,,,1
3292,628474,,,0
3293,628471,,,1
3294,628469,,,0
3295,628464,,,0
3296,628462,,,1
3297,628456,,,0
3298,628453,,,1
3299,628444,,,1
3300,628438,,,0
3301,628437,,,0
3302,628432,,,0
3303,628429,,,0
3304,628428,,,1
3305,628421,,,0
3306,628419,,,1
3307,628413,,,1
3308,628411,,,0
3309,628405,,,0
3310,628396,,,1
3311,628392,,,0
3312,628379,,,0
3313,628359,,,0
3314,628357,,,0
3315,628347,16.0,18.0,1
3316,628344,,,0
3317,628340,,,0
3318,628332,,,0
3319,628320,14.0,18.0,1
3320,628309,,,0
3321,628308,,,1
3322,628304,,,0
3323,628298,,,1
3324,628297,,,0
3325,628282,,,1
3326,628273,,,1
3327,628225,,,0
3328,628220,,,1
3329,628209,,,1
3330,628208,,,1
3331,628181,,,0
3332,628164,14.0,20.0,1
3333,628158,,,0
3334,628153,,,0
3335,628150,,,0
3336,628149,,,0
3337,628130,,,0
3338,628129,,,0
3339,628121,15.0,15.0,1
3340,628113,,,0
3341,628111,,,0
3342,628094,,,0
3343,628087,,,1
3344,628080,,,0
3345,628070,,,0
3346,628066,,,0
3347,628064,,,0
3348,628062,,,0
3349,628050,,,0
3350,628048,,,1
3351,628038,,,0
3352,628034,,,0
3353,628025,,,1
3354,628023,,,0
3355,628020,,,1
3356,627999,,,0
3357,627996,,,0
3358,627983,14.0,18.0,0
3359,627972,14.0,20.0,1
3360,627970,,,1
3361,627952,,,0
3362,627935,,,0
3363,627932,,,0
3364,627916,,,0
3365,627900,,,1
3366,627877,,,1
3367,627871,,,1
3368,627853,,,0
3369,627844,,,0
3370,627833,,,1
3371,627808,,,0
3372,627806,,,0
3373,627804,14.0,15.0,1
3374,627798,,,0
3375,627793,,,0
3376,627775,17.0,20.0,1
3377,627773,,,0
3378,627772,,,0
3379,627771,14.0,18.0,0
3380,627769,,,0
3381,627761,,,1
3382,627759,,,0
3383,627749,,,0
3384,627744,15.0,18.0,1
3385,627725,,,0
3386,627715,17.0,15.0,0
3387,627713,,,0
3388,627706,,,1
3389,627702,,,0
3390,627699,,,1
3391,627692,15.0,16.0,0
3392,627687,,,0
3393,627679,,,0
3394,627665,,,0
3395,627657,,,0
3396,627656,,,1
3397,627637,,,0
3398,627632,,,0
3399,627610,,,1
3400,627604,,,0
3401,627593,,,1
3402,627590,,,0
3403,627585,,,1
3404,627571,,,0
3405,627570,,,1
3406,627560,,,1
3407,627558,,,1
3408,627553,,,0
3409,627548,,,0
3410,627546,16.0,14.0,0
3411,627539,,,1
3412,627538,,,1
3413,627535,,,0
3414,627531,,,0
3415,627529,,,0
3416,627528,,,1
3417,627526,,,1
3418,627523,,,0
3419,627521,,,0
3420,627505,,,1
3421,627497,,,1
3422,627490,,,0
3423,627486,,,0
3424,627485,,,1
3425,627475,,,1
3426,627472,,,1
3427,627470,,,0
3428,627462,,,1
3429,627445,,,0
3430,627438,,,0
3431,627411,,,0
3432,627397,,,1
3433,627389,,,0
3434,627384,,,0
3435,627373,,,1
3436,627366,,,1
3437,627365,,,1
3438,627364,,,0
3439,627362,,,1
3440,627358,,,0
3441,627354,,,1
3442,627353,,,0
3443,627328,,,0
3444,627327,,,1
3445,627315,,,1
3446,627307,,,1
3447,627305,,,1
3448,627299,,,1
3449,627296,,,1
3450,627291,,,0
3451,627287,,,0
3452,627284,,,1
3453,627274,,,0
3454,627250,,,0
3455,627248,,,1
3456,627247,,,1
3457,627236,,,0
3458,627234,,,1
3459,627214,,,1
3460,627212,13.0,18.0,0
3461,627210,,,1
3462,627187,,,1
3463,627186,,,1
3464,627178,,,0
3465,627173,,,1
3466,627161,,,0
3467,627153,,,0
3468,627147,,,0
3469,627146,,,1
3470,627139,,,0
3471,627135,,,1
3472,627121,,,0
3473,627119,,,1
3474,627116,,,0
3475,627113,14.0,19.0,1
3476,627108,,,0
3477,627107,,,1
3478,627106,,,1
3479,627100,,,0
3480,627085,,,0
3481,627081,,,0
3482,627065,,,1
3483,627062,,,0
3484,627047,,,1
3485,627043,,,0
3486,627039,,,1
3487,627035,,,0
3488,627012,,,1
3489,627004,,,0
3490,626996,,,0
3491,626991,10.0,14.0,0
3492,626989,,,0
3493,626987,,,0
3494,626986,,,1
3495,626976,,,1
3496,626971,,,1
3497,626970,,,1
3498,626961,,,1
3499,626947,,,0
3500,626945,,,1
3501,626943,15.0,18.0,0
3502,626942,15.0,16.0,0
3503,626940,,,0
3504,626930,,,0
3505,626921,,,0
3506,626914,,,0
3507,626908,,,0
3508,626900,,,0
3509,626897,,,0
3510,626895,,,0
3511,626890,15.0,17.0,1
3512,626887,,,0
3513,626880,,,0
3514,626872,,,1
3515,626860,,,1
3516,626825,,,0
3517,626816,,,0
3518,626815,14.0,20.0,0
3519,626813,,,1
3520,626805,,,1
3521,626800,,,1
3522,626799,,,1
3523,626794,,,0
3524,626775,15.0,15.0,1
3525,626767,,,0
3526,626738,,,1
3527,626734,,,0
3528,626724,,,0
3529,626723,,,0
3530,626694,,,0
3531,626693,,,0
3532,626692,,,1
3533,626676,,,1
3534,626664,,,0
3535,626658,15.0,18.0,1
3536,626647,,,0
3537,626584,,,0
3538,626579,,,0
3539,626569,,,0
3540,626562,,,0
3541,626545,,,0
3542,626526,,,1
3543,626523,,,1
3544,626514,,,0
3545,626511,14.0,18.0,0
3546,626497,,,1
3547,626487,,,0
3548,626478,,,0
3549,626477,,,1
3550,626475,,,1
3551,626471,16.0,15.0,0
3552,626466,,,0
3553,626452,,,0
3554,626450,,,0
3555,626438,,,1
3556,626413,,,1
3557,626407,,,0
3558,626382,,,0
3559,626374,,,0
3560,626369,,,0
3561,626353,,,0
3562,626338,,,1
3563,626337,,,1
3564,626335,,,0
3565,626334,,,0
3566,626333,,,0
3567,626318,,,0
3568,626317,,,0
3569,626301,,,1
3570,626300,,,1
3571,626298,,,0
3572,626297,,,0
3573,626291,15.0,20.0,0
3574,626281,,,0
3575,626274,,,1
3576,626270,,,1
3577,626258,,,0
3578,626257,,,1
3579,626252,,,0
3580,626237,,,0
3581,626221,,,0
3582,626216,,,1
3583,626212,,,0
3584,626197,,,0
3585,626188,,,0
3586,626187,,,0
3587,626184,,,0
3588,626180,14.0,15.0,0
3589,626161,,,1
3590,626142,,,1
3591,626132,,,0
3592,626092,13.0,15.0,0
3593,626068,,,0
3594,626060,,,0
3595,626045,,,0
3596,626041,,,0
3597,626013,,,0
3598,626004,,,1
3599,626003,,,0
3600,625995,13.0,17.0,0
3601,625985,16.0,15.0,0
3602,625984,,,1
3603,625971,,,0
3604,625970,,,0
3605,625939,,,0
3606,625927,,,0
3607,625906,,,1
3608,625894,,,1
3609,625892,,,1
3610,625888,17.0,14.0,0
3611,625886,,,0
3612,625880,14.0,19.0,0
3613,625867,,,0
3614,625866,,,1
3615,625862,,,1
3616,625850,,,1
3617,625835,,,0
3618,625824,,,0
3619,625793,,,1
3620,625785,,,0
3621,625767,,,0
3622,625756,,,0
3623,625738,,,0
3624,625727,,,0
3625,625726,,,1
3626,625713,,,0
3627,625702,,,0
3628,625683,,,0
3629,625680,,,0
3630,625678,,,0
3631,625676,,,1
3632,625651,,,0
3633,625602,14.0,16.0,0
3634,625601,,,0
3635,625600,,,1
3636,625590,,,0
3637,625581,,,0
3638,625579,,,0
3639,625565,,,0
3640,625541,,,0
3641,625540,,,1
3642,625523,,,1
3643,625499,,,1
3644,625453,,,0
3645,625433,,,1
3646,625427,,,0
3647,625411,,,0
3648,625410,,,1
3649,625394,,,0
3650,625380,,,0
3651,625316,,,1
3652,625303,,,1
3653,625289,13.0,14.0,0
3654,625286,,,0
3655,625275,,,1
3656,625253,,,0
3657,625222,,,1
3658,625220,,,0
3659,625188,,,0
3660,625185,,,1
3661,625176,,,0
3662,625137,,,0
3663,625124,,,0
3664,625120,,,1
3665,625063,,,1
3666,625058,,,0
3667,625027,,,1
3668,625012,,,0
3669,625011,,,0
3670,625008,,,1
3671,624995,,,0
3672,624983,,,0
3673,624973,,,0
3674,624965,13.0,16.0,0
3675,624960,14.0,18.0,0
3676,624947,,,0
3677,624942,14.0,18.0,1
3678,624925,,,0
3679,624871,,,1
3680,624860,,,0
3681,624855,,,0
3682,624838,,,0
3683,624831,,,0
3684,624830,,,0
3685,624817,,,1
3686,624815,,,1
3687,624762,15.0,15.0,1
3688,624747,,,1
3689,624732,,,0
3690,624728,,,0
3691,624727,,,1
3692,624716,,,0
3693,624715,,,1
3694,624704,,,0
3695,624700,,,1
3696,624682,,,0
3697,624679,,,0
3698,624673,,,0
3699,624649,,,0
3700,624642,,,0
3701,624638,,,0
3702,624623,,,1
3703,624594,14.0,15.0,1
3704,624586,,,0
3705,624582,,,0
3706,624575,,,0
3707,624568,,,0
3708,624563,,,0
3709,624546,,,0
3710,624544,,,1
3711,624537,15.0,18.0,1
3712,624534,,,0
3713,624527,,,0
3714,624520,,,1
3715,624500,,,1
3716,624495,15.0,18.0,1
3717,624488,,,0
3718,624486,,,0
3719,624449,,,0
3720,624446,,,0
3721,624439,,,1
3722,624438,,,1
3723,624434,,,1
3724,624431,,,0
3725,624430,,,1
3726,624426,,,0
3727,624423,,,1
3728,624415,,,0
3729,624397,,,0
3730,624386,,,0
3731,624363,,,1
3732,624359,,,0
3733,624357,,,0
3734,624356,,,0
3735,624353,,,1
3736,624348,15.0,15.0,1
3737,624347,,,1
3738,624344,,,0
3739,624343,14.0,19.0,1
3740,624337,,,1
3741,624326,,,0
3742,624325,,,0
3743,624319,,,0
3744,624317,,,0
3745,624314,13.0,18.0,0
3746,624295,,,0
3747,624289,,,0
3748,624284,,,0
3749,624273,,,0
3750,624266,,,0
3751,624227,,,1
3752,624208,,,0
3753,624199,,,0
3754,624197,,,0
3755,624189,,,0
3756,624187,,,0
3757,624182,15.0,18.0,1
3758,624169,,,1
3759,624147,15.0,20.0,1
3760,624136,,,0
3761,624135,,,1
3762,624122,,,1
3763,624114,,,1
3764,624096,,,0
3765,624095,,,1
3766,624090,,,0
3767,624084,,,0
3768,624080,,,0
3769,624070,,,0
3770,624042,,,1
3771,623975,,,0
3772,623966,,,0
3773,623955,,,0
3774,623948,,,1
3775,623943,,,0
3776,623936,,,0
3777,623925,,,1
3778,623915,14.0,18.0,1
3779,623906,,,0
3780,623879,,,0
3781,623851,,,1
3782,623832,,,0
3783,623831,,,0
3784,623822,,,0
3785,623814,,,0
3786,623794,,,1
3787,623790,,,0
3788,623781,,,0
3789,623780,14.0,16.0,1
3790,623770,14.0,18.0,1
3791,623768,,,0
3792,623749,,,0
3793,623733,,,0
3794,623730,,,0
3795,623727,,,0
3796,623715,,,0
3797,623713,,,0
3798,623687,,,0
3799,623664,,,0
3800,623651,,,1
3801,623647,,,1
3802,623627,,,0
3803,623622,,,1
3804,623604,,,0
3805,623572,,,0
3806,623554,,,0
3807,623553,,,1
3808,623551,,,1
3809,623549,,,0
3810,623548,,,1
3811,623537,,,1
3812,623507,,,0
3813,623498,,,0
3814,623497,,,1
3815,623494,,,0
3816,623484,,,1
3817,623471,,,1
3818,623467,,,0
3819,623457,,,0
3820,623455,15.0,18.0,1
3821,623429,,,0
3822,623427,,,1
3823,623426,,,0
3824,623420,,,1
3825,623408,14.0,20.0,0
3826,623400,,,0
3827,623398,,,1
3828,623383,,,0
3829,623382,,,1
3830,623381,,,0
3831,623380,,,0
3832,623373,,,0
3833,623366,,,0
3834,623355,,,0
3835,623349,,,1
3836,623340,,,1
3837,623332,,,1
3838,623297,,,1
3839,623294,,,1
3840,623290,,,1
3841,623265,,,1
3842,623251,,,0
3843,623223,,,0
3844,623213,,,0
3845,623207,,,1
3846,623206,,,0
3847,623198,,,1
3848,623197,,,0
3849,623195,,,0
3850,623183,,,0
3851,623167,,,1
3852,623161,,,1
3853,623158,,,0
3854,623138,,,1
3855,623134,,,1
3856,623130,,,0
3857,623118,,,0
3858,623114,,,0
3859,623101,,,0
3860,623095,,,0
3861,623093,,,0
3862,623088,,,0
3863,623084,,,0
3864,623078,,,0
3865,623064,,,0
3866,623056,,,0
3867,623030,,,0
3868,622997,,,0
3869,622995,,,0
3870,622950,14.0,16.0,1
3871,622916,,,0
3872,622914,,,0
3873,622875,,,0
3874,622866,,,0
3875,622859,,,1
3876,622851,,,0
3877,622840,,,0
3878,622839,,,1
3879,622838,,,0
3880,622831,,,0
3881,622822,,,1
3882,622783,,,0
3883,622773,,,0
3884,622747,,,0
3885,622730,,,0
3886,622727,,,0
3887,622726,,,0
3888,622713,,,0
3889,622705,,,0
3890,622701,,,0
3891,622698,,,0
3892,622684,,,0
3893,622658,,,1
3894,622655,,,0
3895,622653,,,1
3896,622643,,,0
3897,622642,,,0
3898,622641,,,0
3899,622634,,,0
3900,622631,,,1
3901,622630,,,0
3902,622617,,,0
3903,622608,,,1
3904,622595,,,0
3905,622584,,,0
3906,622576,,,0
3907,622575,,,1
3908,622566,,,0
3909,622564,,,1
3910,622545,,,0
3911,622543,,,1
3912,622534,,,1
3913,622529,,,0
3914,622517,,,1
3915,622513,,,0
3916,622512,,,0
3917,622505,,,1
3918,622495,,,1
3919,622493,,,1
3920,622488,,,0
3921,622478,,,1
3922,622472,,,1
3923,622460,,,1
3924,622433,,,0
3925,622423,,,0
3926,622413,,,1
3927,622410,13.0,18.0,0
3928,622403,,,0
3929,622400,,,1
3930,622395,,,0
3931,622385,,,0
3932,622372,,,1
3933,622371,,,1
3934,622366,,,0
3935,622363,,,1
3936,622357,15.0,18.0,1
3937,622344,,,1
3938,622325,,,0
3939,622322,,,0
3940,622305,,,0
3941,622296,,,0
3942,622295,,,1
3943,622288,,,0
3944,622285,,,1
3945,622280,,,1
3946,622276,,,1
3947,622275,,,0
3948,622240,,,0
3949,622227,,,0
3950,622218,,,0
3951,622214,,,1
3952,622204,,,1
3953,622189,,,1
3954,622180,,,0
3955,622177,,,0
3956,622172,,,0
3957,622158,,,1
3958,622145,,,1
3959,622143,,,0
3960,622142,,,0
3961,622118,,,1
3962,622101,,,0
3963,622097,,,1
3964,622093,,,1
3965,622090,,,0
3966,622089,,,1
3967,622084,,,0
3968,622076,,,0
3969,622072,,,1
3970,622056,,,0
3971,622052,,,1
3972,622036,,,0
3973,621999,,,0
3974,621998,,,0
3975,621993,,,0
3976,621978,,,1
3977,621976,,,1
3978,621941,,,1
3979,621922,,,0
3980,621899,,,0
3981,621884,14.0,18.0,1
3982,621870,,,0
3983,621856,,,1
3984,621837,16.0,16.0,0
3985,621812,,,0
3986,621770,,,0
3987,621766,17.0,15.0,0
3988,621746,13.0,15.0,0
3989,621743,,,0
3990,621739,14.0,18.0,0
3991,621735,,,0
3992,621733,,,0
3993,621704,,,0
3994,621698,,,0
3995,621676,,,0
3996,621675,,,0
3997,621671,,,0
3998,621650,,,1
3999,621641,,,0
4000,621638,,,0
4001,621601,12.0,16.0,0
4002,621583,,,1
4003,621566,,,1
4004,621560,,,1
4005,621555,,,1
4006,621553,,,1
4007,621535,,,0
4008,621532,,,1
4009,621514,14.0,18.0,1
4010,621499,,,0
4011,621492,,,0
4012,621487,,,1
4013,621477,,,1
4014,621471,,,1
4015,621464,,,0
4016,621452,,,1
4017,621451,,,1
4018,621437,,,1
4019,621410,,,0
4020,621397,,,0
4021,621393,,,1
4022,621386,,,1
4023,621381,,,1
4024,621368,,,0
4025,621360,,,1
4026,621353,,,1
4027,621352,,,1
4028,621344,,,1
4029,621337,,,1
4030,621327,,,1
4031,621319,,,1
4032,621318,,,1
4033,621310,,,1
4034,621284,,,0
4035,621280,,,0
4036,621277,,,1
4037,621270,15.0,15.0,1
4038,621269,,,1
4039,621264,,,0
4040,621262,11.0,17.0,0
4041,621254,,,0
4042,621252,,,0
4043,621242,,,0
4044,621241,,,1
4045,621231,,,0
4046,621219,,,0
4047,621213,,,1
4048,621209,,,1
4049,621205,,,1
4050,621198,,,1
4051,621183,,,0
4052,621178,,,0
4053,621168,,,0
4054,621166,,,0
4055,621130,,,1
4056,621126,,,1
4057,621121,,,1
4058,621116,,,1
4059,621106,,,0
4060,621103,,,0
4061,621087,,,1
4062,621078,15.0,15.0,1
4063,621055,,,0
4064,621044,,,0
4065,621026,,,1
4066,621024,,,0
4067,620996,,,0
4068,620989,,,1
4069,620979,13.0,20.0,1
4070,620919,,,0
4071,620918,16.0,18.0,0
4072,620905,,,0
4073,620900,,,0
4074,620883,,,0
4075,620874,,,0
4076,620832,,,0
4077,620813,,,0
4078,620807,,,0
4079,620794,,,0
4080,620792,,,1
4081,620783,,,1
4082,620773,,,0
4083,620768,,,0
4084,620751,,,0
4085,620733,,,0
4086,620731,,,1
4087,620705,,,1
4088,620704,,,1
4089,620699,,,0
4090,620695,,,0
4091,620677,14.0,15.0,1
4092,620667,,,0
4093,620641,,,0
4094,620639,,,0
4095,620635,,,0
4096,620633,,,0
4097,620632,,,0
4098,620629,,,0
4099,620628,,,0
4100,620627,,,0
4101,620626,,,0
4102,620624,,,0
4103,620608,,,0
4104,620607,,,0
4105,620605,,,0
4106,620588,,,0
4107,620563,,,0
4108,620553,,,0
4109,620550,,,0
4110,620543,,,0
4111,620522,,,0
4112,620517,,,1
4113,620507,15.0,16.0,1
4114,620505,,,1
4115,620504,,,0
4116,620501,,,1
4117,620493,,,0
4118,620476,,,0
4119,620474,,,1
4120,620468,,,0
4121,620463,,,0
4122,620456,,,0
4123,620454,,,1
4124,620439,,,0
4125,620429,17.0,17.0,1
4126,620420,,,1
4127,620414,,,0
4128,620405,,,0
4129,620391,17.0,15.0,0
4130,620385,14.0,15.0,0
4131,620376,,,1
4132,620372,,,1
4133,620363,,,1
4134,620326,,,1
4135,620304,,,1
4136,620285,,,0
4137,620278,,,1
4138,620276,,,0
4139,620274,,,1
4140,620273,,,1
4141,620260,,,1
4142,620255,,,0
4143,620226,,,0
4144,620223,,,1
4145,620221,,,0
4146,620220,,,0
4147,620216,,,1
4148,620193,,,0
4149,620189,15.0,17.0,1
4150,620185,,,1
4151,620179,,,1
4152,620177,,,0
4153,620170,,,0
4154,620157,,,1
4155,620155,,,1
4156,620147,,,0
4157,620137,,,1
4158,620115,,,1
4159,620113,,,0
4160,620110,,,0
4161,620064,,,0
4162,620055,,,0
4163,620028,,,1
4164,619985,,,0
4165,619952,,,1
4166,619930,,,1
4167,619919,,,0
4168,619902,,,1
4169,619901,,,0
4170,619894,,,1
4171,619890,,,1
4172,619884,,,0
4173,619870,,,1
4174,619857,15.0,14.0,1
4175,619846,,,0
4176,619821,,,0
4177,619819,,,0
4178,619799,,,0
4179,619793,,,1
4180,619786,,,1
4181,619784,,,1
4182,619766,,,0
4183,619761,,,0
4184,619683,,,0
4185,619676,,,1
4186,619673,,,0
4187,619649,,,1
4188,619646,,,0
4189,619629,,,0
4190,619626,,,0
4191,619624,,,1
4192,619603,,,0
4193,619580,,,0
4194,619569,,,1
4195,619567,16.0,15.0,1
4196,619558,,,0
4197,619556,,,1
4198,619550,,,1
4199,619538,,,0
4200,619537,,,1
4201,619534,,,0
4202,619533,,,0
4203,619527,,,0
4204,619524,,,1
4205,619523,,,0
4206,619515,,,0
4207,619506,,,0
4208,619503,,,1
4209,619500,,,0
4210,619497,,,1
4211,619490,,,1
4212,619487,,,1
4213,619486,,,1
4214,619478,,,0
4215,619446,,,0
4216,619437,15.0,15.0,1
4217,619428,,,1
4218,619425,,,1
4219,619421,,,0
4220,619413,,,0
4221,619408,,,1
4222,619402,,,0
4223,619391,15.0,17.0,1
4224,619366,,,1
4225,619325,,,0
4226,619321,,,0
4227,619314,,,1
4228,619310,,,0
4229,619292,,,0
4230,619291,,,1
4231,619285,,,0
4232,619276,,,1
4233,619272,,,1
4234,619271,,,0
4235,619268,,,0
4236,619261,,,0
4237,619260,,,0
4238,619246,,,1
4239,619240,,,1
4240,619234,,,1
4241,619228,,,1
