,lead_number,origin,source,no_email,converted,visits,visit_time,visit_pages,last_activity,country,specialization,hear_about,occupation,search,recommendations,quality,profile,city,activity_index,profile_index,mti_copy,modified
1475,644702,API,Google,0,1,3.0,1210,3.0,Email Opened,India,Healthcare Management,Unknown,Working Professional,0,0,Might be,Potential Lead,Unknown,2,1,0,0
1476,644691,Landing Page Submission,Organic Search,0,0,5.0,211,5.0,Email Opened,India,Finance Management,Unknown,Unemployed,0,0,Might be,Unknown,Mumbai,2,3,1,0
1477,644680,API,Google,0,0,1.0,147,1.0,Converted to Lead,India,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,1
1478,644671,Landing Page Submission,Google,0,0,7.0,67,7.0,Email Opened,India,Marketing Management,Unknown,Working Professional,0,0,Low in Relevance,Potential Lead,Other Metro Cities,2,3,1,1
1479,644665,Landing Page Submission,Google,0,1,6.0,938,6.0,Email Opened,India,Marketing Management,Unknown,Unemployed,0,0,High in Relevance,Potential Lead,Mumbai,2,3,1,0
1480,644658,API,Olark Chat,0,0,0.0,0,0.0,Email Link Clicked,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,1
1481,644642,API,Olark Chat,0,1,1.0,832,1.0,Email Opened,India,"Banking, Investment And Insurance",Unknown,Working Professional,0,0,Might be,Potential Lead,Thane & Outskirts,2,2,1,0
1482,644641,Landing Page Submission,Google,0,0,3.0,352,3.0,Email Opened,India,International Business,Other,Unemployed,0,0,Unknown,Unknown,Mumbai,1,3,0,0
1483,644640,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,1
1484,644624,Landing Page Submission,Google,1,0,4.0,125,4.0,SMS Sent,India,Operations Management,Word Of Mouth,Unemployed,0,0,Not Sure,Unknown,Thane & Outskirts,2,2,0,1
1485,644599,Landing Page Submission,Direct Traffic,0,0,3.0,258,3.0,Email Opened,India,Finance Management,Student of SomeSchool,Unknown,0,0,Unknown,Unknown,Other Cities,2,2,0,0
1486,644594,Landing Page Submission,Direct Traffic,0,0,2.0,51,2.0,Email Opened,India,IT Projects Management,Unknown,Unemployed,0,0,Not Sure,Other Leads,Mumbai,3,2,1,0
1487,644576,API,Olark Chat,0,0,3.0,15,1.5,Email Opened,India,Human Resource Management,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,1,2,1,0
1488,644524,Landing Page Submission,Direct Traffic,0,1,1.0,993,1.0,Converted to Lead,Singapore,Operations Management,Unknown,Working Professional,0,0,Might be,Potential Lead,Mumbai,2,3,1,1
1489,644512,Landing Page Submission,Direct Traffic,0,0,2.0,883,2.0,Email Opened,India,Operations Management,Unknown,Unemployed,0,0,Not Sure,Unknown,Other Metro Cities,2,2,1,0
1490,644500,Landing Page Submission,Direct Traffic,0,1,5.0,1513,5.0,Email Opened,India,Media and Advertising,Unknown,Working Professional,0,0,Low in Relevance,Potential Lead,Mumbai,2,3,1,0
1491,644481,Landing Page Submission,Organic Search,0,0,12.0,339,6.0,Email Opened,India,Services Excellence,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,1,0
1492,644477,Landing Page Submission,Direct Traffic,0,0,3.0,30,1.5,Email Opened,India,Marketing Management,Unknown,Unemployed,0,0,Unknown,Unknown,Mumbai,2,3,1,0
1493,644466,API,Google,0,0,5.0,353,5.0,Email Opened,India,IT Projects Management,Online Search,Unemployed,0,0,Unknown,Other Leads,Thane & Outskirts,2,1,0,0
1494,644453,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Marketing Management,Unknown,Unemployed,0,0,Worst,Other Leads,Unknown,1,1,0,1
1495,644450,API,Google,0,0,2.0,279,2.0,Email Opened,India,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
1496,644414,Landing Page Submission,Direct Traffic,0,0,5.0,387,5.0,Email Opened,India,Finance Management,Unknown,Unknown,0,0,Unknown,Unknown,Other Cities,2,2,1,0
1497,644410,Landing Page Submission,Direct Traffic,0,0,3.0,37,3.0,Email Opened,Kuwait,International Business,Unknown,Unemployed,0,0,Unknown,Unknown,Other Cities,2,2,1,0
1498,644390,API,Organic Search,0,0,9.0,413,4.5,Email Opened,India,Rural and Agribusiness,Unknown,Unemployed,0,0,Unknown,Unknown,Other Cities,2,1,1,0
1499,644388,Landing Page Submission,Direct Traffic,0,0,10.0,68,5.0,Email Opened,India,Supply Chain Management,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,3,1,0
1500,644380,API,Olark Chat,0,1,6.0,983,2.0,Email Opened,India,Human Resource Management,Unknown,Unemployed,0,0,Unknown,Unknown,Mumbai,2,2,1,0
1501,644343,Landing Page Submission,Direct Traffic,0,0,3.0,40,3.0,Email Opened,India,Finance Management,Unknown,Unemployed,0,0,Not Sure,Other Leads,Other Cities,2,2,1,0
1502,644295,Landing Page Submission,Google,0,1,5.0,1489,5.0,SMS Sent,India,Human Resource Management,Online Search,Unemployed,0,0,Might be,Unknown,Mumbai,2,3,0,0
1503,644290,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,1
1504,644288,Landing Page Submission,Direct Traffic,0,0,3.0,250,3.0,SMS Sent,India,Marketing Management,Unknown,Unemployed,0,0,Worst,Unknown,Mumbai,2,3,1,1
1505,644286,Landing Page Submission,Google,0,0,6.0,101,6.0,Page Visited on Website,India,"Banking, Investment And Insurance",Other,Unemployed,0,0,Might be,Unknown,Mumbai,2,3,0,0
1506,644282,API,Google,0,1,16.0,1059,3.2,Page Visited on Website,India,Human Resource Management,Unknown,Unemployed,0,0,Might be,Unknown,Unknown,1,2,0,0
1507,644264,Landing Page Submission,Google,0,0,5.0,312,2.5,Email Opened,India,Finance Management,Online Search,Unemployed,0,0,Low in Relevance,Unknown,Mumbai,2,3,1,0
1508,644261,Landing Page Submission,Google,0,0,4.0,320,4.0,Email Opened,India,Business Administration,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,3,1,0
1509,644257,Landing Page Submission,Google,0,1,3.0,784,3.0,Converted to Lead,India,Business Administration,Other,Working Professional,0,0,Might be,Potential Lead,Mumbai,2,3,0,1
1510,644249,API,Google,0,1,2.0,969,1.0,Email Opened,India,Marketing Management,Unknown,Unemployed,0,0,Low in Relevance,Potential Lead,Mumbai,2,3,0,0
1511,644247,API,Google,0,1,4.0,1184,2.0,Email Opened,India,Human Resource Management,Unknown,Unemployed,0,0,High in Relevance,Lateral Student,Mumbai,2,2,0,0
1512,644246,API,Google,0,1,4.0,995,1.33,Email Opened,India,Unknown,Unknown,Unemployed,0,0,Low in Relevance,Potential Lead,Mumbai,2,2,0,0
1513,644225,API,Google,0,0,6.0,481,6.0,Email Opened,India,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,1
1514,644223,API,Google,0,0,3.0,42,1.5,Email Opened,India,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
1515,644222,Landing Page Submission,Direct Traffic,1,0,4.0,1596,4.0,SMS Sent,India,Services Excellence,Unknown,Unemployed,0,0,Might be,Unknown,Mumbai,2,2,0,1
1516,644221,API,Google,0,0,3.0,7,3.0,SMS Sent,India,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
1517,644211,Landing Page Submission,Organic Search,0,1,11.0,374,9.0,Email Opened,India,Travel and Tourism,Unknown,Student,0,0,Might be,Unknown,Mumbai,3,2,1,0
1518,644197,Landing Page Submission,Google,0,1,4.0,688,2.0,Email Opened,India,Finance Management,Online Search,Working Professional,0,0,Low in Relevance,Potential Lead,Mumbai,2,3,0,0
1519,644186,Landing Page Submission,Google,0,0,5.0,30,5.0,Email Opened,India,Finance Management,Multiple Sources,Unknown,0,0,Unknown,Unknown,Mumbai,2,3,0,0
1520,644182,Landing Page Submission,Google,0,0,12.0,348,3.0,Converted to Lead,India,Finance Management,Word Of Mouth,Unemployed,0,0,Worst,Other Leads,Mumbai,2,3,0,1
1521,644181,Landing Page Submission,Direct Traffic,0,1,2.0,118,2.0,SMS Sent,India,Operations Management,Unknown,Unemployed,0,0,Might be,Unknown,Other Cities of Maharashtra,1,2,1,0
1522,644174,Landing Page Submission,Direct Traffic,0,1,3.0,1024,1.5,Email Opened,India,Human Resource Management,Unknown,Unemployed,0,0,High in Relevance,Other Leads,Other Cities of Maharashtra,1,2,1,0
1523,644173,API,Google,0,0,3.0,1344,3.0,Email Opened,India,Hospitality Management,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,1,0,0
1524,644160,API,Google,0,0,2.0,127,2.0,SMS Sent,India,Marketing Management,Unknown,Unemployed,0,0,Might be,Other Leads,Unknown,2,1,0,1
1525,644144,Landing Page Submission,Google,0,0,3.0,783,3.0,Email Opened,India,Human Resource Management,Social Media,Working Professional,0,0,Might be,Unknown,Mumbai,1,3,0,0
1526,644143,API,Google,0,0,4.0,152,4.0,View in browser link Clicked,India,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,1,2,0,1
1527,644137,Landing Page Submission,Google,0,1,4.0,847,4.0,Email Opened,India,Human Resource Management,Online Search,Working Professional,0,0,High in Relevance,Potential Lead,Mumbai,2,3,0,0
1528,644130,Landing Page Submission,Google,0,1,4.0,1017,4.0,SMS Sent,India,Human Resource Management,Online Search,Unemployed,0,0,Might be,Unknown,Mumbai,2,3,0,0
1529,644129,Landing Page Submission,Google,0,1,4.0,1337,4.0,Email Opened,India,Human Resource Management,Online Search,Unemployed,0,0,Not Sure,Unknown,Mumbai,2,3,0,0
1530,644125,Landing Page Submission,Google,0,0,8.0,367,2.67,SMS Sent,India,Finance Management,Online Search,Unemployed,0,0,Might be,Unknown,Other Cities of Maharashtra,2,2,0,1
1531,644122,Landing Page Submission,Google,0,0,6.0,90,3.0,Olark Chat Conversation,India,"Banking, Investment And Insurance",Unknown,Unemployed,0,0,Unknown,Unknown,Other Cities,2,2,1,1
1532,644118,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Marketing Management,Unknown,Unemployed,0,0,Worst,Other Leads,Unknown,2,1,0,1
1533,644117,Landing Page Submission,Organic Search,0,0,9.0,186,9.0,Unreachable,India,Marketing Management,Unknown,Unknown,0,0,Unknown,Unknown,Other Metro Cities,2,2,1,0
1534,644111,API,Organic Search,0,0,2.0,1978,2.0,SMS Sent,India,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,1
1535,644087,Landing Page Submission,Google,1,1,5.0,777,5.0,Page Visited on Website,India,Business Administration,Student of SomeSchool,Unemployed,0,0,High in Relevance,Potential Lead,Mumbai,2,3,0,0
1536,644080,Lead Add Form,Reference,0,1,0.0,0,0.0,SMS Sent,Unknown,Rural and Agribusiness,Unknown,Unemployed,0,0,High in Relevance,Unknown,Unknown,2,2,0,1
1537,644076,Landing Page Submission,Direct Traffic,0,1,3.0,31,3.0,Email Opened,India,Media and Advertising,Unknown,Working Professional,0,0,Might be,Potential Lead,Other Metro Cities,2,2,0,0
1538,644069,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Marketing Management,Unknown,Unemployed,0,0,Worst,Other Leads,Unknown,2,1,0,1
1539,644068,Landing Page Submission,Google,0,1,4.0,62,4.0,Email Link Clicked,India,Retail Management,Advertisements,Unemployed,0,0,Might be,Unknown,Mumbai,2,3,0,0
1540,644065,Landing Page Submission,Direct Traffic,0,1,2.0,931,2.0,Email Opened,India,Human Resource Management,Unknown,Unemployed,0,0,Low in Relevance,Lateral Student,Mumbai,2,3,1,1
1541,644064,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,1
1542,644042,API,Google,0,1,4.0,1272,4.0,SMS Sent,India,Marketing Management,Unknown,Working Professional,0,0,Might be,Potential Lead,Unknown,2,2,0,0
1543,644036,API,Google,0,0,5.0,324,2.5,Email Opened,India,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,1
1544,644029,Landing Page Submission,Google,0,0,6.0,277,6.0,Email Opened,India,Finance Management,Online Search,Unknown,0,0,Unknown,Unknown,Mumbai,2,3,0,0
1545,644023,API,Olark Chat,1,0,0.0,0,0.0,Email Bounced,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,1
1546,644013,Landing Page Submission,Google,0,1,4.0,1381,4.0,Email Opened,India,Human Resource Management,Unknown,Unemployed,0,0,Not Sure,Unknown,Mumbai,2,3,1,0
1547,644006,API,Google,0,0,2.0,535,1.0,Olark Chat Conversation,India,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,1
1548,644000,Lead Add Form,Reference,0,1,0.0,1835,0.0,Unknown,Unknown,Unknown,Unknown,Unemployed,0,0,Might be,Unknown,Unknown,2,2,0,1
1549,643998,API,Social Media,0,1,2.0,942,2.0,Olark Chat Conversation,India,Supply Chain Management,Unknown,Unemployed,0,0,Might be,Potential Lead,Unknown,2,1,0,1
1550,643986,Lead Add Form,Reference,0,1,0.0,0,0.0,Email Opened,Unknown,Business Administration,Unknown,Unemployed,0,0,Low in Relevance,Potential Lead,Mumbai,2,3,0,1
1551,643980,Landing Page Submission,Direct Traffic,0,0,6.0,326,6.0,Email Opened,India,Human Resource Management,Unknown,Unemployed,0,0,Unknown,Unknown,Other Metro Cities,2,2,1,1
1552,643977,API,Google,0,1,2.0,1429,2.0,SMS Sent,India,Hospitality Management,Unknown,Working Professional,0,0,Might be,Potential Lead,Unknown,2,1,0,0
1553,643976,Landing Page Submission,Google,0,1,4.0,1205,2.0,Email Opened,India,Human Resource Management,Online Search,Unemployed,0,0,High in Relevance,Unknown,Mumbai,2,3,0,0
1554,643974,API,Google,1,0,2.0,96,2.0,Email Bounced,India,Marketing Management,Unknown,Unemployed,0,0,Not Sure,Unknown,Unknown,1,2,0,1
1555,643963,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,1,2,0,1
1556,643951,Landing Page Submission,Organic Search,0,0,6.0,5,3.0,Email Opened,India,Business Administration,Student of SomeSchool,Unemployed,0,0,Not Sure,Potential Lead,Other Cities,2,3,0,0
1557,643946,API,Google,0,1,4.0,1245,2.0,SMS Sent,India,Unknown,Unknown,Unemployed,0,0,Not Sure,Potential Lead,Unknown,2,2,0,0
1558,643945,API,Google,0,1,2.0,1101,1.0,SMS Sent,India,Marketing Management,Unknown,Working Professional,0,0,Might be,Potential Lead,Unknown,2,2,0,1
1559,643938,Lead Add Form,Reference,0,1,2.0,826,1.0,Form Submitted on Website,India,Supply Chain Management,Unknown,Working Professional,0,0,Might be,Potential Lead,Mumbai,2,3,1,1
1560,643937,API,Olark Chat,0,1,3.0,430,1.5,Email Opened,India,Human Resource Management,Unknown,Unemployed,0,0,Might be,Unknown,Mumbai,2,2,1,0
1561,643936,Lead Add Form,Reference,0,1,0.0,0,0.0,Email Opened,Unknown,Human Resource Management,Unknown,Working Professional,0,0,Might be,Potential Lead,Unknown,2,3,0,0
1562,643930,API,Organic Search,0,1,2.0,345,2.0,Had a Phone Conversation,India,Unknown,Unknown,Unemployed,0,0,High in Relevance,Unknown,Unknown,2,2,0,1
1563,643923,Lead Add Form,Reference,0,1,0.0,0,0.0,SMS Sent,Unknown,Marketing Management,Unknown,Unemployed,0,0,Might be,Potential Lead,Unknown,2,3,0,1
1564,643918,Lead Add Form,Reference,0,1,0.0,0,0.0,SMS Sent,Unknown,Business Administration,Unknown,Unemployed,0,0,Might be,Potential Lead,Unknown,2,3,0,1
1565,643917,Lead Add Form,Reference,0,1,0.0,0,0.0,SMS Sent,Unknown,Human Resource Management,Unknown,Unemployed,0,0,Might be,Potential Lead,Unknown,2,3,0,1
1566,643916,Landing Page Submission,Google,0,1,14.0,1241,3.5,Email Opened,India,Operations Management,Online Search,Working Professional,0,0,Might be,Potential Lead,Mumbai,3,3,0,0
1567,643902,Lead Add Form,Reference,0,1,0.0,0,0.0,SMS Sent,Unknown,"Banking, Investment And Insurance",Unknown,Working Professional,0,0,Might be,Potential Lead,Unknown,2,3,0,1
1568,643901,Lead Add Form,Reference,0,1,0.0,0,0.0,SMS Sent,Unknown,Human Resource Management,Unknown,Working Professional,0,0,High in Relevance,Lateral Student,Unknown,2,3,0,1
1569,643899,Lead Add Form,Unknown,0,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,0,0,Might be,Unknown,Unknown,2,2,0,0
1570,643897,Lead Add Form,Reference,0,1,0.0,0,0.0,SMS Sent,Unknown,Human Resource Management,Unknown,Working Professional,0,0,Might be,Potential Lead,Unknown,2,3,0,1
1571,643891,API,Olark Chat,0,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,0,0,Might be,Unknown,Unknown,2,2,0,0
1572,643889,Lead Add Form,Reference,0,1,0.0,0,0.0,Email Opened,Unknown,Human Resource Management,Unknown,Working Professional,0,0,Might be,Potential Lead,Unknown,2,3,0,0
1573,643884,Lead Add Form,Reference,0,1,0.0,0,0.0,SMS Sent,Unknown,Marketing Management,Unknown,Unemployed,0,0,Might be,Potential Lead,Unknown,2,3,0,1
1574,643871,Lead Add Form,Reference,0,1,0.0,759,0.0,Unknown,Unknown,Business Administration,Unknown,Unemployed,0,0,Might be,Potential Lead,Unknown,2,3,0,1
1575,643848,Lead Add Form,Reference,0,1,0.0,0,0.0,SMS Sent,Unknown,Human Resource Management,Unknown,Working Professional,0,0,Might be,Potential Lead,Unknown,2,3,0,1
1576,643845,API,Google,0,0,6.0,1178,3.0,Email Opened,India,Unknown,Unknown,Unemployed,0,0,Not Sure,Unknown,Unknown,1,2,0,0
1577,643838,Lead Add Form,Reference,0,1,0.0,0,0.0,Email Opened,Unknown,Operations Management,Unknown,Unemployed,0,0,Low in Relevance,Potential Lead,Thane & Outskirts,2,3,0,0
1578,643832,Lead Add Form,Reference,0,1,0.0,0,0.0,SMS Sent,Unknown,Marketing Management,Unknown,Working Professional,0,0,Might be,Potential Lead,Unknown,2,3,0,1
1579,643831,Landing Page Submission,Google,0,0,4.0,222,1.33,Email Link Clicked,India,Finance Management,Unknown,Unemployed,0,0,Unknown,Unknown,Mumbai,2,3,1,1
1580,643826,Landing Page Submission,Direct Traffic,0,0,17.0,104,3.4,Email Opened,India,Human Resource Management,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,3,1,0
1581,643819,Landing Page Submission,Google,0,1,6.0,251,6.0,SMS Sent,India,Supply Chain Management,Online Search,Unemployed,0,0,Might be,Unknown,Other Metro Cities,2,2,0,0
1582,643814,Landing Page Submission,Google,0,0,7.0,84,1.75,Email Opened,India,E-COMMERCE,Word Of Mouth,Unemployed,0,0,Unknown,Unknown,Thane & Outskirts,2,1,1,0
1583,643810,API,Google,0,0,2.0,1615,2.0,Email Opened,India,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,1
1584,643807,API,Google,0,0,2.0,416,1.0,SMS Sent,India,Unknown,Unknown,Unemployed,0,0,Might be,Unknown,Unknown,2,2,0,1
1585,643801,Lead Add Form,Reference,0,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,0,0,Might be,Unknown,Unknown,2,2,0,0
1586,643795,API,Organic Search,0,1,3.0,926,3.0,SMS Sent,Singapore,Unknown,Unknown,Unemployed,0,0,Not Sure,Unknown,Unknown,2,2,0,0
1587,643788,API,Google,0,0,2.0,360,2.0,SMS Sent,India,Unknown,Unknown,Unemployed,0,0,Might be,Unknown,Unknown,2,2,0,1
1588,643789,API,Google,0,1,2.0,1794,2.0,SMS Sent,India,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,0
1589,643787,Landing Page Submission,Direct Traffic,0,1,2.0,850,2.0,Email Opened,India,Business Administration,Word Of Mouth,Unemployed,0,0,Not Sure,Other Leads,Other Cities,2,2,0,0
1590,643778,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,1
1591,643772,API,Google,0,1,2.0,1069,2.0,Email Opened,India,"Banking, Investment And Insurance",Unknown,Unemployed,0,0,Might be,Unknown,Unknown,2,2,0,0
1592,643766,Landing Page Submission,Direct Traffic,0,0,2.0,326,2.0,Email Opened,India,Business Administration,Unknown,Student,0,0,Low in Relevance,Potential Lead,Other Metro Cities,2,3,1,1
1593,643746,Landing Page Submission,Google,0,0,2.0,1458,1.0,Email Bounced,India,Marketing Management,Unknown,Unemployed,0,0,Unknown,Unknown,Mumbai,1,3,1,1
1594,643712,Landing Page Submission,Direct Traffic,0,1,3.0,1389,3.0,Email Link Clicked,India,Marketing Management,Unknown,Working Professional,0,0,Low in Relevance,Potential Lead,Mumbai,2,3,1,0
1595,643701,Landing Page Submission,Organic Search,0,1,4.0,1171,4.0,Email Opened,India,Finance Management,Unknown,Working Professional,0,0,Low in Relevance,Other Leads,Thane & Outskirts,2,2,0,1
1596,643643,Landing Page Submission,Google,0,0,2.0,253,2.0,Form Submitted on Website,India,Human Resource Management,Word Of Mouth,Unemployed,0,0,Unknown,Unknown,Mumbai,1,3,0,1
1597,643637,API,Google,0,1,2.0,1059,2.0,Email Opened,India,IT Projects Management,Unknown,Unemployed,0,0,Low in Relevance,Potential Lead,Thane & Outskirts,2,1,0,0
1598,643634,Landing Page Submission,Google,0,0,5.0,266,5.0,SMS Sent,India,Human Resource Management,Student of SomeSchool,Unemployed,0,0,Might be,Unknown,Thane & Outskirts,1,2,0,1
1599,643628,Landing Page Submission,Direct Traffic,0,0,2.0,428,2.0,Email Opened,India,Marketing Management,Unknown,Unemployed,0,0,Might be,Unknown,Other Cities of Maharashtra,1,2,1,0
1600,643623,Landing Page Submission,Google,0,0,3.0,1708,3.0,Email Opened,India,Business Administration,Online Search,Unemployed,0,0,Unknown,Unknown,Mumbai,2,3,0,0
1601,643602,Landing Page Submission,Direct Traffic,0,0,2.0,8,2.0,Email Opened,India,Operations Management,Unknown,Unknown,0,0,Unknown,Unknown,Thane & Outskirts,2,2,1,1
1602,643593,API,Google,0,0,4.0,4,4.0,SMS Sent,India,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,1
1603,643583,Landing Page Submission,Google,0,1,4.0,1075,4.0,Email Opened,India,Finance Management,Student of SomeSchool,Unemployed,0,0,Unknown,Unknown,Other Metro Cities,2,2,0,1
1604,643548,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,1
1605,643546,Landing Page Submission,Direct Traffic,0,1,13.0,1018,6.5,SMS Sent,India,Supply Chain Management,Online Search,Working Professional,0,0,Not Sure,Unknown,Mumbai,3,3,1,0
1606,643545,API,Google,0,0,5.0,108,5.0,Email Opened,India,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
1607,643534,API,Google,1,0,3.0,202,3.0,Page Visited on Website,India,Marketing Management,Unknown,Unemployed,0,0,Worst,Other Leads,Unknown,3,1,0,1
